date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
7/24/2016,1.67,15724,15762,969,33726,2263,0,organic,2016,regional,Southeast,68444
7/17/2016,1.45,15952,12582,1043,27168,14920,0,organic,2016,regional,Southeast,71665
7/10/2016,1.4,16115,16079,931,35176,11973,0,organic,2016,regional,Southeast,80274
7/3/2016,1.16,15708,15614,957,38190,16790,0,organic,2016,regional,Southeast,87259
6/26/2016,1.31,20354,13495,849,22878,13792,0,organic,2016,regional,Southeast,71368
6/19/2016,1.22,15585,13258,655,23161,15560,0,organic,2016,regional,Southeast,68219
6/12/2016,1.31,17831,14124,609,24093,12446,0,organic,2016,regional,Southeast,69103
6/5/2016,1.31,15347,12348,499,29937,8308,0,organic,2016,regional,Southeast,66439
5/29/2016,1.41,16063,11346,408,32374,3946,0,organic,2016,regional,Southeast,64137
5/22/2016,1.44,15851,10456,423,29566,6870,0,organic,2016,regional,Southeast,63166
5/15/2016,1.44,14101,10955,341,32194,6285,0,organic,2016,regional,Southeast,63876
5/8/2016,1.53,14799,10278,402,22526,4124,0,organic,2016,regional,Southeast,52129
5/1/2016,1.44,13485,11528,382,24950,6719,0,organic,2016,regional,Southeast,57064
4/24/2016,1.47,14874,11223,355,30774,3555,0,organic,2016,regional,Southeast,60781
4/17/2016,1.48,16281,11391,404,22303,3864,0,organic,2016,regional,Southeast,54243
4/10/2016,1.44,16630,11243,508,25823,464,0,organic,2016,regional,Southeast,54668
4/3/2016,1.49,19782,10473,396,21957,1757,0,organic,2016,regional,Southeast,54365
3/27/2016,1.48,16773,10590,353,20454,3622,0,organic,2016,regional,Southeast,51792
3/20/2016,1.46,15483,8831,453,21786,2601,0,organic,2016,regional,Southeast,49154
3/13/2016,1.45,15659,9938,398,22968,1016,0,organic,2016,regional,Southeast,49979
3/6/2016,1.61,15967,9881,364,13251,573,0,organic,2016,regional,Southeast,40036
2/28/2016,1.66,15060,8584,437,12288,202,0,organic,2016,regional,Southeast,36571
2/21/2016,1.61,13880,7471,356,14900,768,0,organic,2016,regional,Southeast,37375
2/14/2016,1.57,14095,7434,389,15792,2021,0,organic,2016,regional,Southeast,39731
2/7/2016,1.61,13155,7668,504,14355,1282,0,organic,2016,regional,Southeast,36964
1/31/2016,1.63,16328,6861,379,16604,1190,0,organic,2016,regional,Southeast,41362
1/24/2016,1.55,13968,7079,524,22489,1485,0,organic,2016,regional,Southeast,45545
1/17/2016,1.69,15333,7546,459,12976,488,0,organic,2016,regional,Southeast,36802
1/10/2016,1.64,15773,7658,566,14426,3441,0,organic,2016,regional,Southeast,41864
1/3/2016,1.32,39316,8068,580,19655,19142,0,organic,2016,regional,Southeast,86761
12/25/2016,0.89,24,1082,0,24,4204,0,organic,2016,city,Spokane,5334
12/18/2016,1.03,18,761,0,16,2493,0,organic,2016,city,Spokane,3288
12/11/2016,1.38,10,598,0,32,1498,0,organic,2016,city,Spokane,2138
12/4/2016,1.48,12,713,0,8,1912,0,organic,2016,city,Spokane,2645
11/27/2016,1.33,39,646,0,24,2462,0,organic,2016,city,Spokane,3171
11/20/2016,1.67,65,835,0,107,1825,0,organic,2016,city,Spokane,2832
11/13/2016,2.35,38,1230,1,43,483,0,organic,2016,city,Spokane,1795
11/6/2016,2.02,14,965,0,27,888,0,organic,2016,city,Spokane,1894
10/30/2016,2.89,105,907,3,0,28,0,organic,2016,city,Spokane,1043
10/23/2016,2.23,48,938,5,0,262,0,organic,2016,city,Spokane,1253
10/16/2016,1.83,100,918,12,4,1126,0,organic,2016,city,Spokane,2160
10/9/2016,2.26,123,854,193,124,500,0,organic,2016,city,Spokane,1794
10/2/2016,1.64,156,711,0,145,1375,0,organic,2016,city,Spokane,2387
9/25/2016,2.27,300,912,0,54,471,0,organic,2016,city,Spokane,1737
9/18/2016,1.51,550,263,0,360,1541,0,organic,2016,city,Spokane,2714
9/11/2016,1.53,838,386,0,638,1332,0,organic,2016,city,Spokane,3194
9/4/2016,1.93,645,997,0,23,424,0,organic,2016,city,Spokane,2089
8/28/2016,2.51,511,671,0,45,0,0,organic,2016,city,Spokane,1227
8/21/2016,1.95,706,614,0,766,0,0,organic,2016,city,Spokane,2086
8/14/2016,2.25,623,1072,0,99,127,0,organic,2016,city,Spokane,1921
8/7/2016,1.64,326,709,0,456,838,0,organic,2016,city,Spokane,2329
7/31/2016,1.31,376,564,0,192,1863,0,organic,2016,city,Spokane,2995
7/24/2016,2.16,286,1282,0,7,184,0,organic,2016,city,Spokane,1759
7/17/2016,2.32,633,1787,0,44,5,0,organic,2016,city,Spokane,2469
7/10/2016,2.23,531,1459,0,0,132,0,organic,2016,city,Spokane,2122
7/3/2016,1.69,403,1600,0,8,1126,0,organic,2016,city,Spokane,3137
6/26/2016,1.76,412,2059,0,23,518,0,organic,2016,city,Spokane,3012
6/19/2016,1.75,349,2596,0,8,0,0,organic,2016,city,Spokane,2953
6/12/2016,1.89,167,1854,0,0,279,0,organic,2016,city,Spokane,2300
6/5/2016,1.91,99,2656,2,0,51,0,organic,2016,city,Spokane,2808
5/29/2016,1.64,117,2253,0,0,609,0,organic,2016,city,Spokane,2979
5/22/2016,1.49,81,3125,0,0,688,0,organic,2016,city,Spokane,3894
5/15/2016,1.61,77,2582,0,0,740,0,organic,2016,city,Spokane,3399
5/8/2016,1.41,73,2026,0,0,1444,0,organic,2016,city,Spokane,3543
5/1/2016,1.27,29,1749,0,0,1887,0,organic,2016,city,Spokane,3665
4/24/2016,1.46,149,4238,2,0,223,0,organic,2016,city,Spokane,4612
4/17/2016,1.14,80,1329,0,0,1966,0,organic,2016,city,Spokane,3375
4/10/2016,0.85,93,1966,0,0,6518,0,organic,2016,city,Spokane,8577
4/3/2016,1.33,100,2793,0,19,1238,0,organic,2016,city,Spokane,4150
3/27/2016,1.45,60,1997,2,0,869,0,organic,2016,city,Spokane,2928
3/20/2016,1.08,88,1757,0,442,2440,0,organic,2016,city,Spokane,4727
3/13/2016,1.28,52,1563,0,237,2185,0,organic,2016,city,Spokane,4037
3/6/2016,1.31,78,2007,6,0,1578,0,organic,2016,city,Spokane,3669
2/28/2016,1.69,316,3736,55,0,884,0,organic,2016,city,Spokane,4991
2/21/2016,1.42,17,1515,0,0,1534,0,organic,2016,city,Spokane,3066
2/14/2016,0.98,65,1799,0,147,3980,0,organic,2016,city,Spokane,5991
2/7/2016,1.22,59,1319,0,234,1430,0,organic,2016,city,Spokane,3042
1/31/2016,1.42,50,1306,0,0,1350,0,organic,2016,city,Spokane,2706
1/24/2016,1.52,54,951,6,0,945,0,organic,2016,city,Spokane,1956
1/17/2016,1.19,40,1460,4,0,1972,0,organic,2016,city,Spokane,3476
1/10/2016,1.2,44,1436,4,0,2044,0,organic,2016,city,Spokane,3528
1/3/2016,1.69,75,1380,0,0,946,0,organic,2016,city,Spokane,2401
12/25/2016,1.36,1490,349,0,1184,1150,0,organic,2016,city,StLouis,4173
12/18/2016,1.35,2019,549,0,730,2104,0,organic,2016,city,StLouis,5402
12/11/2016,1.53,1761,574,0,947,2076,0,organic,2016,city,StLouis,5358
12/4/2016,1.43,1874,422,0,563,3002,0,organic,2016,city,StLouis,5861
11/27/2016,1.14,1663,372,0,1130,5984,0,organic,2016,city,StLouis,9149
11/20/2016,1.04,1377,537,0,1375,7221,0,organic,2016,city,StLouis,10510
11/13/2016,1.49,1944,546,0,1527,2824,0,organic,2016,city,StLouis,6841
11/6/2016,1.29,2298,404,0,895,3716,0,organic,2016,city,StLouis,7313
10/30/2016,1,800,637,0,420,4798,0,organic,2016,city,StLouis,6655
10/23/2016,1.12,2556,836,0,197,7084,0,organic,2016,city,StLouis,10673
10/16/2016,1.6,2384,1980,0,836,3774,0,organic,2016,city,StLouis,8974
10/9/2016,1.23,321,1234,0,1153,5390,0,organic,2016,city,StLouis,8098
10/2/2016,1.23,573,704,0,893,4564,0,organic,2016,city,StLouis,6734
9/25/2016,1.5,1707,709,0,1017,2440,0,organic,2016,city,StLouis,5873
9/18/2016,1.54,2418,839,0,712,2771,0,organic,2016,city,StLouis,6740
9/11/2016,1.52,1134,1259,0,55,2544,0,organic,2016,city,StLouis,4992
9/4/2016,1.06,2818,569,0,55,5064,0,organic,2016,city,StLouis,8506
8/28/2016,1.04,2752,1084,24,550,6466,0,organic,2016,city,StLouis,10876
8/21/2016,1.88,3154,2593,71,2788,10,0,organic,2016,city,StLouis,8616
8/14/2016,1.97,2391,2721,16,1526,355,0,organic,2016,city,StLouis,7009
8/7/2016,1.77,2307,2241,22,3491,3,0,organic,2016,city,StLouis,8064
7/31/2016,1.57,2001,1662,52,5547,7,0,organic,2016,city,StLouis,9269
7/24/2016,1.69,1568,1836,7,3647,0,0,organic,2016,city,StLouis,7058
7/17/2016,2,1441,2535,0,1523,0,0,organic,2016,city,StLouis,5499
7/10/2016,1.74,424,1915,0,2716,0,0,organic,2016,city,StLouis,5055
7/3/2016,1.75,399,1835,9,2546,0,0,organic,2016,city,StLouis,4789
6/26/2016,1.74,1647,1917,21,3647,0,0,organic,2016,city,StLouis,7232
6/19/2016,1.83,2678,2060,9,3177,0,0,organic,2016,city,StLouis,7924
6/12/2016,1.72,2198,2158,2,3957,24,0,organic,2016,city,StLouis,8339
6/5/2016,1.96,2336,2701,0,2011,0,0,organic,2016,city,StLouis,7048
5/29/2016,2.2,2178,1739,4,218,13,0,organic,2016,city,StLouis,4152
5/22/2016,2.03,2153,2715,4,305,83,0,organic,2016,city,StLouis,5260
5/15/2016,1.69,2767,1280,0,316,2435,0,organic,2016,city,StLouis,6798
5/8/2016,1.47,1939,609,0,155,2963,0,organic,2016,city,StLouis,5666
5/1/2016,1.3,1408,529,0,0,3216,0,organic,2016,city,StLouis,5153
4/24/2016,0.69,1594,511,5,8,10155,0,organic,2016,city,StLouis,12273
4/17/2016,1.21,1101,423,0,0,2518,0,organic,2016,city,StLouis,4042
4/10/2016,0.58,669,490,0,62,12917,0,organic,2016,city,StLouis,14138
4/3/2016,0.75,1434,498,5,12,8935,0,organic,2016,city,StLouis,10884
3/27/2016,0.88,2743,474,0,26,8637,0,organic,2016,city,StLouis,11880
3/20/2016,0.9,1490,578,0,200,10067,0,organic,2016,city,StLouis,12335
3/13/2016,1.1,1855,429,2,67,5386,0,organic,2016,city,StLouis,7739
3/6/2016,1.82,1975,548,2,20,1550,0,organic,2016,city,StLouis,4095
2/28/2016,0.9,2968,629,0,20,7741,0,organic,2016,city,StLouis,11358
2/21/2016,0.82,1079,801,3,21,10479,0,organic,2016,city,StLouis,12383
2/14/2016,1.71,1732,659,0,41,2312,0,organic,2016,city,StLouis,4744
2/7/2016,1.63,1245,641,0,24,2116,0,organic,2016,city,StLouis,4026
1/31/2016,0.91,1066,619,0,28,6334,0,organic,2016,city,StLouis,8047
1/24/2016,0.68,1491,595,5,67,12948,0,organic,2016,city,StLouis,15106
1/17/2016,0.98,1669,656,0,396,5967,0,organic,2016,city,StLouis,8688
1/10/2016,1.42,2159,669,0,926,3233,0,organic,2016,city,StLouis,6987
1/3/2016,0.86,1303,933,5,84,7701,0,organic,2016,city,StLouis,10026
12/25/2016,1.69,113,147,0,757,0,0,organic,2016,city,Syracuse,1017
12/18/2016,1.63,11,107,0,988,0,0,organic,2016,city,Syracuse,1106
12/11/2016,1.77,0,171,0,1392,21,0,organic,2016,city,Syracuse,1584
12/4/2016,1.83,0,187,0,1471,29,0,organic,2016,city,Syracuse,1687
11/27/2016,1.86,0,102,0,674,0,0,organic,2016,city,Syracuse,776
11/20/2016,1.77,4,40,0,1530,0,0,organic,2016,city,Syracuse,1574
11/13/2016,1.81,0,68,0,824,0,0,organic,2016,city,Syracuse,892
11/6/2016,1.7,1,106,0,1035,0,0,organic,2016,city,Syracuse,1142
10/30/2016,1.73,5,58,0,605,0,0,organic,2016,city,Syracuse,668
10/23/2016,1.69,0,38,0,923,0,0,organic,2016,city,Syracuse,961
10/16/2016,1.61,0,50,0,746,0,0,organic,2016,city,Syracuse,796
10/9/2016,1.6,0,68,0,939,0,0,organic,2016,city,Syracuse,1007
10/2/2016,1.59,0,77,0,1156,0,0,organic,2016,city,Syracuse,1233
9/25/2016,1.6,0,98,0,1136,0,0,organic,2016,city,Syracuse,1234
9/18/2016,1.51,9,70,0,1875,0,0,organic,2016,city,Syracuse,1954
9/11/2016,1.54,6,95,0,1514,0,0,organic,2016,city,Syracuse,1615
9/4/2016,1.56,11,107,0,1726,0,0,organic,2016,city,Syracuse,1844
8/28/2016,1.54,6,184,0,1549,0,0,organic,2016,city,Syracuse,1739
8/21/2016,1.53,7,158,0,2308,0,0,organic,2016,city,Syracuse,2473
8/14/2016,1.53,12,124,0,1255,0,0,organic,2016,city,Syracuse,1391
8/7/2016,1.54,7,173,0,2112,0,0,organic,2016,city,Syracuse,2292
7/31/2016,1.41,7,100,0,1284,100,0,organic,2016,city,Syracuse,1491
7/24/2016,1.45,4,160,0,1394,377,0,organic,2016,city,Syracuse,1935
7/17/2016,1.6,0,188,0,1618,755,0,organic,2016,city,Syracuse,2561
7/10/2016,1.64,0,51,0,2024,797,0,organic,2016,city,Syracuse,2872
7/3/2016,1.68,0,111,0,1715,1122,0,organic,2016,city,Syracuse,2948
6/26/2016,1.68,0,104,0,1318,711,0,organic,2016,city,Syracuse,2133
6/19/2016,1.71,0,116,0,1247,1219,0,organic,2016,city,Syracuse,2582
6/12/2016,1.49,0,134,0,1384,1272,0,organic,2016,city,Syracuse,2790
6/5/2016,1.42,0,107,0,1900,1052,0,organic,2016,city,Syracuse,3059
5/29/2016,1.55,0,328,0,1246,1339,0,organic,2016,city,Syracuse,2913
5/22/2016,1.45,0,380,0,2411,905,0,organic,2016,city,Syracuse,3696
5/15/2016,1.45,1,163,0,2428,847,0,organic,2016,city,Syracuse,3439
5/8/2016,1.56,0,169,0,2181,1807,0,organic,2016,city,Syracuse,4157
5/1/2016,1.54,0,114,0,1874,1131,0,organic,2016,city,Syracuse,3119
4/24/2016,1.63,0,233,0,1805,1715,0,organic,2016,city,Syracuse,3753
4/17/2016,1.71,0,145,0,890,1292,0,organic,2016,city,Syracuse,2327
4/10/2016,1.59,0,155,0,1441,1817,0,organic,2016,city,Syracuse,3413
4/3/2016,1.46,0,76,0,1687,962,0,organic,2016,city,Syracuse,2725
3/27/2016,1.57,0,103,0,1291,1275,0,organic,2016,city,Syracuse,2669
3/20/2016,1.54,0,143,0,1679,1312,0,organic,2016,city,Syracuse,3134
3/13/2016,1.66,0,154,0,890,1314,0,organic,2016,city,Syracuse,2358
3/6/2016,2.09,0,225,0,520,1345,0,organic,2016,city,Syracuse,2090
2/28/2016,1.62,0,95,0,857,2141,0,organic,2016,city,Syracuse,3093
2/21/2016,1.71,0,69,0,901,1420,0,organic,2016,city,Syracuse,2390
2/14/2016,1.96,0,141,0,1310,458,0,organic,2016,city,Syracuse,1909
2/7/2016,2.06,1,173,0,797,2111,0,organic,2016,city,Syracuse,3082
1/31/2016,1.98,0,155,0,642,1074,0,organic,2016,city,Syracuse,1871
1/24/2016,1.64,1,114,0,691,3,0,organic,2016,city,Syracuse,809
1/17/2016,1.53,6,226,0,1193,53,0,organic,2016,city,Syracuse,1478
1/10/2016,1.54,0,138,0,1240,330,0,organic,2016,city,Syracuse,1708
1/3/2016,1.46,1,72,0,846,702,0,organic,2016,city,Syracuse,1621
12/25/2016,1.21,254,25,0,3800,2038,0,organic,2016,city,Tampa,6117
12/18/2016,1.22,317,47,0,3797,2121,0,organic,2016,city,Tampa,6282
12/11/2016,1.37,317,17,0,3273,2188,0,organic,2016,city,Tampa,5795
12/4/2016,1.45,307,50,0,2263,2048,0,organic,2016,city,Tampa,4668
11/27/2016,1.47,284,35,0,2350,1855,0,organic,2016,city,Tampa,4524
11/20/2016,1.5,352,41,0,2454,2275,0,organic,2016,city,Tampa,5122
11/13/2016,1.49,325,41,0,3823,2343,0,organic,2016,city,Tampa,6532
11/6/2016,1.52,459,41,0,2370,2554,0,organic,2016,city,Tampa,5424
10/30/2016,1.47,434,62,0,200,2327,0,organic,2016,city,Tampa,3023
10/23/2016,1.49,624,90,0,130,2858,0,organic,2016,city,Tampa,3702
10/16/2016,1.4,363,41,0,913,1910,0,organic,2016,city,Tampa,3227
10/9/2016,1.58,1008,152,0,1007,1927,0,organic,2016,city,Tampa,4094
10/2/2016,2.29,2573,180,0,650,10,0,organic,2016,city,Tampa,3413
9/25/2016,1.51,18,119,0,860,13,0,organic,2016,city,Tampa,1010
9/18/2016,1.35,28,13,0,3637,27,0,organic,2016,city,Tampa,3705
9/11/2016,1.35,20,44,0,4447,30,0,organic,2016,city,Tampa,4541
9/4/2016,1.37,78,46,0,4450,70,0,organic,2016,city,Tampa,4644
8/28/2016,1.39,114,61,0,3723,40,0,organic,2016,city,Tampa,3938
8/21/2016,1.36,50,66,0,4170,60,0,organic,2016,city,Tampa,4346
8/14/2016,1.35,50,70,0,4803,73,0,organic,2016,city,Tampa,4996
8/7/2016,1.35,11,42,0,3883,60,0,organic,2016,city,Tampa,3996
7/31/2016,1.24,23,82,0,4060,57,0,organic,2016,city,Tampa,4222
7/24/2016,1.2,12,31,0,5283,23,0,organic,2016,city,Tampa,5349
7/17/2016,1.44,733,57,0,3237,37,0,organic,2016,city,Tampa,4064
7/10/2016,1.44,1771,195,0,6593,10,0,organic,2016,city,Tampa,8569
7/3/2016,1.3,2022,151,0,5661,40,0,organic,2016,city,Tampa,7874
6/26/2016,1.5,2332,143,0,3370,23,0,organic,2016,city,Tampa,5868
6/19/2016,1.36,1760,128,0,4527,27,0,organic,2016,city,Tampa,6442
6/12/2016,1.42,1654,57,0,3390,50,0,organic,2016,city,Tampa,5151
6/5/2016,1.36,1430,25,0,4050,50,0,organic,2016,city,Tampa,5555
5/29/2016,1.33,1465,24,0,5070,7,0,organic,2016,city,Tampa,6566
5/22/2016,1.46,1261,60,0,4057,0,0,organic,2016,city,Tampa,5378
5/15/2016,1.5,1207,65,0,3737,0,0,organic,2016,city,Tampa,5009
5/8/2016,1.51,1012,74,0,2940,3,0,organic,2016,city,Tampa,4029
5/1/2016,1.49,1054,66,0,3680,0,0,organic,2016,city,Tampa,4800
4/24/2016,1.47,1134,67,0,3704,0,0,organic,2016,city,Tampa,4905
4/17/2016,1.47,1179,62,0,3544,0,0,organic,2016,city,Tampa,4785
4/10/2016,1.31,1521,56,0,3935,0,0,organic,2016,city,Tampa,5512
4/3/2016,1.37,1778,65,0,3471,0,0,organic,2016,city,Tampa,5314
3/27/2016,1.33,1261,32,0,3048,0,0,organic,2016,city,Tampa,4341
3/20/2016,1.34,1089,45,0,2517,0,0,organic,2016,city,Tampa,3651
3/13/2016,1.28,1129,27,0,3515,0,0,organic,2016,city,Tampa,4671
3/6/2016,1.5,1203,44,0,1610,17,0,organic,2016,city,Tampa,2874
2/28/2016,1.55,1373,28,0,1772,3,0,organic,2016,city,Tampa,3176
2/21/2016,1.46,860,25,0,1764,3,0,organic,2016,city,Tampa,2652
2/14/2016,1.48,1163,30,0,2110,0,0,organic,2016,city,Tampa,3303
2/7/2016,1.49,1128,16,0,1887,0,0,organic,2016,city,Tampa,3031
1/31/2016,1.6,1599,36,0,1564,0,0,organic,2016,city,Tampa,3199
1/24/2016,1.44,1147,40,0,2717,3,0,organic,2016,city,Tampa,3907
1/17/2016,1.59,1442,36,0,1473,0,0,organic,2016,city,Tampa,2951
1/10/2016,1.6,1488,16,0,1770,154,0,organic,2016,city,Tampa,3428
1/3/2016,1.08,3979,126,0,1630,5711,0,organic,2016,city,Tampa,11446
12/25/2016,1.34,93875,250139,3415,330909,235697,0,organic,2016,Total,TotalUS,914035
12/18/2016,1.43,97661,248598,4927,279458,166398,0,organic,2016,Total,TotalUS,797042
12/11/2016,1.42,93028,248304,6116,293761,215587,0,organic,2016,Total,TotalUS,856796
12/4/2016,1.56,106473,242056,2918,284859,196462,0,organic,2016,Total,TotalUS,832768
11/27/2016,1.64,100241,198874,3382,292770,166409,0,organic,2016,Total,TotalUS,761676
11/20/2016,1.63,110738,233519,3847,319113,193105,0,organic,2016,Total,TotalUS,860322
11/13/2016,1.7,110019,257269,3670,322666,170324,0,organic,2016,Total,TotalUS,863948
11/6/2016,1.68,117318,266019,5050,284638,224647,0,organic,2016,Total,TotalUS,897672
10/30/2016,1.93,123816,279842,5662,180631,57772,0,organic,2016,Total,TotalUS,647723
10/23/2016,1.63,131203,241758,4363,168963,153476,0,organic,2016,Total,TotalUS,699763
10/16/2016,1.5,114304,243789,4732,250864,202170,0,organic,2016,Total,TotalUS,815859
10/9/2016,1.52,127093,266687,5103,289727,189757,0,organic,2016,Total,TotalUS,878367
10/2/2016,1.71,131467,272293,4904,282728,99533,0,organic,2016,Total,TotalUS,790925
9/25/2016,1.69,119994,272554,4408,289496,122441,0,organic,2016,Total,TotalUS,808893
9/18/2016,1.67,127015,266648,4597,359599,113768,0,organic,2016,Total,TotalUS,871627
9/11/2016,1.52,144991,334672,3482,438024,182320,0,organic,2016,Total,TotalUS,1103489
9/4/2016,1.54,137843,344379,4653,415590,149625,0,organic,2016,Total,TotalUS,1052090
8/28/2016,1.49,135743,316907,5111,345581,145189,0,organic,2016,Total,TotalUS,948531
8/21/2016,1.51,177592,308315,5831,458922,82510,0,organic,2016,Total,TotalUS,1033170
8/14/2016,1.48,186697,341464,10231,459261,95634,0,organic,2016,Total,TotalUS,1093287
8/7/2016,1.55,151180,332422,10707,313872,204056,0,organic,2016,Total,TotalUS,1012237
7/31/2016,1.58,156417,328942,9035,320652,131041,0,organic,2016,Total,TotalUS,946087
7/24/2016,1.65,159151,343781,8612,329530,78415,0,organic,2016,Total,TotalUS,919489
7/17/2016,1.63,152829,359772,9958,346532,149028,0,organic,2016,Total,TotalUS,1018119
7/10/2016,1.51,152995,355101,12181,379452,143700,0,organic,2016,Total,TotalUS,1043429
7/3/2016,1.47,159903,381527,11897,350794,169474,0,organic,2016,Total,TotalUS,1073595
6/26/2016,1.5,171054,391129,6763,310468,127964,0,organic,2016,Total,TotalUS,1007378
6/19/2016,1.45,166983,445194,12053,302394,144442,0,organic,2016,Total,TotalUS,1071066
6/12/2016,1.45,176286,403561,8627,279247,107554,0,organic,2016,Total,TotalUS,975275
6/5/2016,1.43,152106,410452,7817,310882,131461,0,organic,2016,Total,TotalUS,1012718
5/29/2016,1.41,137449,468311,13698,349592,116101,0,organic,2016,Total,TotalUS,1085151
5/22/2016,1.36,166883,455337,15808,370815,156872,0,organic,2016,Total,TotalUS,1165715
5/15/2016,1.45,146037,437585,8121,309562,121948,0,organic,2016,Total,TotalUS,1023253
5/8/2016,1.3,132225,443777,26766,319417,215755,0,organic,2016,Total,TotalUS,1137940
5/1/2016,1.28,238993,484384,22277,368709,203505,0,organic,2016,Total,TotalUS,1317868
4/24/2016,1.25,225429,524512,8688,555986,160842,0,organic,2016,Total,TotalUS,1475457
4/17/2016,1.38,115156,388081,7879,352485,158617,0,organic,2016,Total,TotalUS,1022218
4/10/2016,1.26,108747,400282,12155,368459,289960,0,organic,2016,Total,TotalUS,1179603
4/3/2016,1.44,119284,371846,8629,289504,141460,0,organic,2016,Total,TotalUS,930723
3/27/2016,1.44,112620,338194,7739,263938,178153,0,organic,2016,Total,TotalUS,900644
3/20/2016,1.27,105069,352698,9426,252882,325376,0,organic,2016,Total,TotalUS,1045451
3/13/2016,1.29,132040,346341,6710,282353,256211,0,organic,2016,Total,TotalUS,1023655
3/6/2016,1.28,127185,351952,5698,309562,218020,0,organic,2016,Total,TotalUS,1012417
2/28/2016,1.44,110120,347489,10423,277995,98984,0,organic,2016,Total,TotalUS,845011
2/21/2016,1.45,104136,281189,8629,223281,121622,0,organic,2016,Total,TotalUS,738857
2/14/2016,1.37,102898,306236,6956,201937,234437,0,organic,2016,Total,TotalUS,852464
2/7/2016,1.44,101409,290814,8029,210520,148024,0,organic,2016,Total,TotalUS,758796
1/31/2016,1.43,108929,269688,5516,204289,183656,0,organic,2016,Total,TotalUS,772078
1/24/2016,1.41,99317,270981,12934,204860,188873,0,organic,2016,Total,TotalUS,776965
1/17/2016,1.44,115993,266825,13106,150720,148698,0,organic,2016,Total,TotalUS,695342
1/10/2016,1.35,113868,287590,8772,183115,235326,0,organic,2016,Total,TotalUS,828671
1/3/2016,1.43,124800,246581,7749,150967,174003,0,organic,2016,Total,TotalUS,704100
12/25/2016,0.91,19703,48083,142,58952,191803,0,organic,2016,regional,West,318683
12/18/2016,1.23,27405,34332,185,27269,84699,0,organic,2016,regional,West,173890
12/11/2016,1.34,31859,32090,65,24024,75547,0,organic,2016,regional,West,163585
12/4/2016,1.31,29865,36194,63,20438,115621,0,organic,2016,regional,West,202181
11/27/2016,1.52,28657,31983,65,31027,76709,0,organic,2016,regional,West,168441
11/20/2016,1.66,33917,38582,31,27889,71205,0,organic,2016,regional,West,171624
11/13/2016,1.81,27341,52349,72,34946,46156,0,organic,2016,regional,West,160864
11/6/2016,1.84,32388,43774,89,14689,49517,0,organic,2016,regional,West,140457
10/30/2016,2.16,42763,39556,61,11573,2991,0,organic,2016,regional,West,96944
